NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	721		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	173	150		
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	32	29		
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	29	18		
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	40	32		
GOBP_NEGATIVE_REGULATION_OF_CELL_MATURATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	45		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	791		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	183	168		
GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_SIZE	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	65	54		
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	16	16		
GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	31	17		
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	52	36		
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	24	22		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	95	91		
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	51	47		
GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	21	21		
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	53	36		
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	48	46		
GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLASE_ACTIVITY	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	23	18		
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	62	46		
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	49	41		
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	385	212		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	35	20		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	41	19		
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	55	45		
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	164	145		
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	294	189		
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	18	16		
GOBP_NEGATIVE_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	31	28		
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	99	82		
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1007		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING	30	27		
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	153	113		
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	35	33		
GOBP_NEGATIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	15	15		
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	145	127		
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	52	46		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	42	41		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION	26	22		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	23	23		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DOPAMINE_SECRETION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	26	26		
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	77	63		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	20	19		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	38	25		
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	78	31		
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	27	25		
GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPINEPHRINE_SECRETION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	67	48		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	55	38		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	118	55		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	174	109		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	53	30		
GOBP_NEGATIVE_REGULATION_OF_ERAD_PATHWAY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	32	29		
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	75	57		
GOBP_NEGATIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	134	111		
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	36	29		
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	100	85		
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	31	26		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	26	15		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	42	26		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	62	49		
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FERROPTOSIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FERTILIZATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	25	17		
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_MIGRATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	35	32		
GOBP_NEGATIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_G0_TO_G1_TRANSITION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	1671		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	178	152		
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_VIA_CHROMOSOMAL_CPG_ISLAND_METHYLATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	28	22		
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS	45	34		
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS	19	16		
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	21	15		
GOBP_NEGATIVE_REGULATION_OF_GLUTAMATE_SECRETION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GROWTH	230	192		
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	20	17		
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	66	49		
GOBP_NEGATIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEART_RATE	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	117	84		
GOBP_NEGATIVE_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HETEROCHROMATIN_FORMATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HIPPO_SIGNALING	22	22		
GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	68	52		
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	197	130		
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	124	77		
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	199	137		
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	535	372		
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	202	113		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	33	19		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	90	71		
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	24		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	19		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	45	18		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	53	21		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_21_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	30	20		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	68	32		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	36		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	32	31		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	617	495		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	37	33		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	51	44		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	113	100		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	23	22		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	30	30		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	69	44		
GOBP_NEGATIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	35	30		
GOBP_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	24	20		
GOBP_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	178	149		
GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	56	39		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	151	93		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	23	17		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	71	43		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	56	41		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	99	63		
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	68	48		
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	28	20		
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	65	32		
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	112	78		
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	47	22		
GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	415	269		
GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	167	106		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	37	28		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	58	40		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	60	37		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	35	35		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	14		Rejected!	
